"Notice ID","Title","Description","Current Response Date","Last Modified Date","Last Published Date","Contract Opportunity Type","POC Information","Active/Inactive","Awardee","Contract Award Number","Contract Award Date","NAICS","PSC","Modification Number","Set Aside"
"SPE7M825T3308","59--SWITCH,ROTARY","Proposed procurement for NSN 5930006562418 SWITCH,ROTARY: Line 0001 Qty 22 UI EA Deliver To: DLA DISTRIBUTION DEPOT OKLAHOMA By: 0293 DAYS ADO Approved sources are 1Q9N3 27AS5-2; 81205 10-20098-9; 91929 27AS5-2. The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Specifications, plans, or drawings are not available. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically.","Mar 31, 2025","Mar 18, 2025","Mar 18, 2025","Combined Synopsis/Solicitation","Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link. If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.","Active","N/A","N/A","N/A","Other Electronic Component Manufacturing","ELECTRICAL/ELECTRONIC EQPT COMPNTS","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"SPE7L125T242W","25--SHOCK ABSORBER,DIRE","Proposed procurement for NSN 2510014833000 SHOCK ABSORBER,DIRE: Line 0001 Qty 76 UI EA Deliver To: DLA DISTRIBUTION RED RIVER By: 0308 DAYS ADO Line 0002 Qty 1 UI EA Deliver To: DLA DISTRIBUTION RED RIVER By: 0090 DAYS ADO All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically.","Mar 31, 2025","Mar 18, 2025","Mar 18, 2025","Combined Synopsis/Solicitation","Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link. If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.","Active","N/A","N/A","N/A","Motor Vehicle Body Manufacturing","VEHICULAR EQUIPMENT COMPONENTS","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"SPE7L325T9928","53--PACKING,PREFORMED","Proposed procurement for NSN 5330015102482 PACKING,PREFORMED: Line 0001 Qty 8 UI EA Deliver To: W1A8 DLA DISTRIBUTION By: 0147 DAYS ADO Approved sources are 1K697 074-6406328-20; 30781 4506A3697. The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Specifications, plans, or drawings are not available. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically.","Mar 31, 2025","Mar 18, 2025","Mar 18, 2025","Combined Synopsis/Solicitation","Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link. If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.","Active","N/A","N/A","N/A","Gasket, Packing, and Sealing Device Manufacturing ","HARDWARE AND ABRASIVES","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"SPE7M825T3304","59--SWITCH,SENSITIVE","Proposed procurement for NSN 5930008134018 SWITCH,SENSITIVE: Line 0001 Qty 35 UI EA Deliver To: W1A8 DLA DIST SAN JOAQUIN By: 0161 DAYS ADO Approved sources are 02005 61162; 98897 613468-3. The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Specifications, plans, or drawings are not available. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically.","Mar 31, 2025","Mar 18, 2025","Mar 18, 2025","Combined Synopsis/Solicitation","Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link. If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.","Active","N/A","N/A","N/A","Mechanical Power Transmission Equipment Manufacturing ","ELECTRICAL/ELECTRONIC EQPT COMPNTS","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"SPE7M825T3296","59--SWITCH","Proposed procurement for NSN 5930014713248 SWITCH: Line 0001 Qty 328 UI EA Deliver To: W1A8 DLA DISTRIBUTION By: 0161 DAYS ADO Approved sources are 91929 1EN330-R3; 96169 H673-6901-056; 96169 H673-6901-057; 96169 H673-6901-059; 99517 V1E10601 ITEM 54; 99517 V1E10602-01 ITEM 26; 99517 V5D10059-01. The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Specifications, plans, or drawings are not available. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically.","Mar 31, 2025","Mar 18, 2025","Mar 18, 2025","Combined Synopsis/Solicitation","Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link. If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.","Active","N/A","N/A","N/A","Current-Carrying Wiring Device Manufacturing","ELECTRICAL/ELECTRONIC EQPT COMPNTS","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"AS021420251319","Cybersecurity Support Services: Sources Sought Notice (SSN)","The Washington Headquarter Service (WHS) on behalf of the Defense Security Cooperation Agency (DSCA) is releasing this solicitation. The contractor shall provide all personnel, equipment, supplies, facilities, transportation, tools, materials, supervision, and other items and non-personal services necessary to perform Cybersecurity Support Services.","Apr 10, 2025 04:30 PM EDT","Mar 17, 2025","Mar 17, 2025","Sources Sought","Ali m. Beshir | COURTNEY APPLEWHITE","Active","N/A","N/A","N/A","Other Computer Related Services","IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR)","N/A","8(a) Set-Aside (FAR 19.8)"
"PANMCC24P0000024098","Paving IDIQ at JBLM","The Government anticipates release of the solicitation on or around 21 April 2025 with a projected close date of 20 May 2025 12:30 PM Pacific Standard Time (PST). Tentative Description of Requirement (details may change once solicitation is released) 1. The Contractor shall provide all plant, labor, tools, equipment, and materials (except as indicated otherwise in the specifications) and perform all work in strict accordance with the specifications and plans required for this contract. Work under this contract consists of a broad range of maintenance, repair and minor construction work on vehicle roadways and airfield paving projects at Joint Base Lewis-McChord (JBLM) including removal, replacement and repair of existing subgrade, utilities, shoulders, curbs, gutters, sidewalks and other real property common to roadway and airfield pavements. Work may also include minor “new construction”, to include construction of new roads, new sidewalks, or new parking lots. This requirement is in direct support of JBLM. The majority of the contract is anticipated to be 90% repair and maintenance of existing paving with 10% new work (based on any changes to statutory codes or replacements). For this contract, Joint Base Lewis McChord includes Lewis-Main, Lewis-North, and McChord Field areas of JBLM. 2. The Government intends to award a five-year open ording period contract verses a contract with a Base and 4 Option Years.","Mar 31, 2025 12:30 PM PDT","Mar 17, 2025","Mar 17, 2025","Presolicitation","Kristen Carter","Active","N/A","N/A","N/A","Highway, Street, and Bridge Construction","REPAIR OR ALTERATION OF HIGHWAYS/ROADS/STREETS/BRIDGES/RAILWAYS","N/A","8(a) Set-Aside (FAR 19.8)"
"N6134025R0004","Amendment 0001 to Final RFP for the internal Contractor Support Services Contract at NAWCTSD","Amendment 0001 to Final RFP for the internal Contractor Support Services Contract, N6134025R0004, at NAWCTSD. The solicitation response due date HAS NOT changed in response to this solicitation amendment. As Attachment J-2 OPSEC Annex contains CUI, please email me at michael.d.yucht.civ@us.navy.mil and request a copy of that attachment.","Apr 15, 2025 03:00 PM EDT","Mar 17, 2025","Mar 17, 2025","Solicitation","Michael Yucht | CAITLYN ERSEK","Active","N/A","N/A","N/A","Engineering Services","ENGINEERING AND TECHNICAL SERVICES","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"FA8538","Sources Sought Advisory and Assistance Services (A&AS)","This market survey is being conducted to identify potential sources that may possess the expertise, capabilities, and experience to provide the logistic support requirements required by the 638th SCMG. The Government is conducting market research to identify potential sources that may possess the expertise, capabilities, and experience to provide the logistic support requirements required by the 638th SCMG. Our acquisition strategy is a three-year Advisory &Assistance Services (A&AS) contract (basic year plus two- one year option periods). This effort is an 8(a) set aside. A description of the Government’s requirement is listed in the attached PWS. Please read the attached Performance Work Statement (PWS) and Souces Sought documents attached to this posting Respond time will be NLT 5pm EST on 13 March 2024. -------------------------------------------THIS IS A SOURCES SOUGHT NOTICE---------------------------","Apr 13, 2025 05:00 PM EDT","Mar 14, 2025","Mar 14, 2025","Sources Sought","Karen Beckford","Active","N/A","N/A","N/A","Administrative Management and General Management Consulting Services","OTHER PROFESSIONAL SERVICES","N/A","8(a) Set-Aside (FAR 19.8)"
"W9124C25QA006","Religious Support Services","This is a Sources Sought Synopsis announcement. This notice is issued solely for information and planning purposes. It does not constitute a Request for Quote (RFQ)/Invitation for Bid (IFB)/Request for Proposal (RFP) or a promise to issue an RFQ, IFB, or RFP in the future. This notice does not commit the U.S. Government to a contract for any supply or service. Further, the U.S. Government is not seeking quotes, bids, or proposals at this time and will not accept unsolicited proposals in response to this sources sought notice. The U.S. Government will not pay for any information or administrative costs incurred in response to this notice. Submittals will not be returned to the responder. Not responding to this notice does not preclude participation in any future RFQ or IFB or RFP, if any is issued. If a solicitation is released, it will be synopsized on the Governmentwide Point of Entry. It is the responsibility of potential offerors to monitor the Governmentwide Point of Entry for additional information pertaining to this requirement. The anticipated NAICS code(s) is/are 813110 -Religious Organizations. The small business size standard is $13M. A continuing need is anticipated for religious support services for all assigned Soldiers, Civilians, and Family members at the Installation. The U.S. Government desires to procure religious support services to provide all personnel, equipment (not otherwise specified as Government Furnished Property), tools, materials, supervision, other items, and non-personal services necessary to perform duties as Catholic Religious Education Coordinator (CREC), Rabbi, and Imam for the respective faith communities at Fort Jackson, SC. Services required include Essential Elements of Religious Services (EERS), to include Mass and sacramental rites, for all assigned Soldiers, Civilians, and Family members at the Installation. The period of performance for this will be one (1) base year and four (4) option years. The Government wishes to do an 8(a) Competitive set-aside, provided two (2) or more qualified 8(a) businesses respond to this sources sought synopsis with information sufficient to support a set-aside. In response to this sources sought, please provide the following: 1. Name of the firm, point of contact, phone number, email address, UEI number, CAGE code, a statement regarding 8(a) status and the corresponding NAICS code. This information is due no later than 31 March 2025 at 10:00 a.m. EST.","Mar 31, 2025 10:00 AM EDT","Mar 14, 2025","Mar 14, 2025","Sources Sought","Keishawna Jenkins | Faye Jackson","Active","N/A","N/A","N/A","Religious Organizations","SOCIAL- CHAPLAIN","N/A","8(a) Set-Aside (FAR 19.8)"
"FA461325R0001","Integrated Solid Waste Management (ISWM) (Service) FE Warren AFB, WY Amendment 02","NOTICE TO OFFEROR: Funds are not presently available for this effort. No award will be made under this solicitation until funds are available. The Government reserves the right to cancel this solicitation, either before or after the closing date. In the event the Government cancels this solicitation, the Government has no obligation to reimburse an offeror for any costs. The Contractor shall provide all personnel, equipment, tools, materials, vehicles, supervision, and other items and services necessary to perform integrated solid waste management (ISWM) Municipal Solid Waste (MSW) Collection at F.E. Warren AFB (FEW AFB). The Contractor shall perform to the standards in the contract as well as all local, state, and federal regulations according to the estimated workload factors available in Performance Work Statement (PWS) dated 26 February 2025. NAICS: 562111 Solid Waste Collection (Please use this NAICS as SAM.gov does not have the updated list). PCS: S205 Housekeeping - Trash/Garbage Collection Request for a Site Visit shall be made no later than 11:00 am MT, Thursday, 20 March 2025 by emailing megan.evans.3@us.af.mil and liezel.mcintyre@us.af.mil. Contractor who requested the site visit shall be contacted once site visit date is determined. Site visit questions shall be submitted in writing no later than 11:00 am MT of the following business day, after the site visit. ***If no site visit is requested, offerors shall submit proposal on the basis of the provided documents in this RFP. Without a site visit, questions about the solicitation shall be submitted in writing no later than 11:00 am MT, Friday, 21 March 2025. All required proposal documentation is due no later than 11:00 am MT, Thursday, 10 April 2025 by email to megan.evans.3@us.af.mil and liezel.mcintyre@us.af.mil. Amendment 01 - incorporated changes to clauses. Amendment 02 - updated Attachment 4 Price Proposal REV1","Apr 10, 2025 11:00 AM MDT","Mar 13, 2025","Mar 13, 2025","Combined Synopsis/Solicitation","Megan Evans | Liezel McIntyre","Active","N/A","N/A","N/A","All Other Miscellaneous Waste Management Services","TRASH/GARBAGE COLLECTION","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"12230641","Blood Bank Analyzer","Defense Health Agency (DHA) Component Acquisition Executive (J-4) Northeastern Healthcare Operations Contracting Division (NEHO-CD) Subject: Source Sought Announcement This is a Sources Sought Notification issued by the Defense Health Agency (DHA) Northeastern Healthcare Operations Contracting Division (NEHO-CD) as part of its market research, on behalf of the A.T. Augusta Military Medical Center (ATAMMC), 9300 DeWitt Loop, Oaks Pavilion, Fort Belvoir, VA 22060. The Government intends to award a Firm-Fixed Price for commercial items for the procurement of a Blood Bank Analyzer. The purpose of this notification a Request for Information only to be used for preliminary market research information and acquire knowledge of potential qualified sources. This notice is NOT a request for competitive proposals. There will be no Request for Quote or Solicitation available for competitive proposals at the present time. Phone calls will not be accepted. The Defense Health Agency is currently conducting a market survey to assess the availability of the following: The analyzer systems shall perform the full range of immunohematology testing, including crossmatches, (selected and full) cell panels, antigen testing and serial dilutions for titration studies. The analyzer must automate blood bank test processes including liquid pipetting, reagent handling, incubation, centrifugation, reaction grading and interpretation. The analyzer must automate blood bank test processes including liquid pipetting, reagent handling, incubation, centrifugation, reaction grading and interpretation. The performance specifications for this requirement are as follows: 1. System must use agglutination technology. 2. Instrument must be capable of fully automated serial dilutions. 3. Testing system must not require the utilization of proprietary system liquids. 4. Instrument must offer up to 24 hours walkaway time. 5. When operational, the instrument must always be in a ready mode and at no time go into hibernation or “sleep” state. 6. Testing system must have capability for a minimum of three pre-diluted antibody identification panels. 7. Instrument must be able to run selected cell antibody identification panels. 8. Supplier’s pre-diluted reagent red blood cells must utilize United States based donors. Reagent red blood cells and column agglutination technology cards must use United States based manufacturing. 9. Vendor must supply an analyzer capable of bench top installation. 10. Instrument system must have a pipette conditioning (e.g. dead) volume <20 µl. 11. Vendor must have a demonstrated ability to supply automated and non-automated FDA licensed reagents for blood bank or transfusion service testing under their own brand. 12. Fully loaded waste containers shall each not weigh more than 11 lbs. and be accessible at waste height. 13. Optical resolution of the on-board camera must be at least 5-megapixel resolutions down to 32 x 32 microns and store a digital image of both the front and back of each gel card to record test results. 14. System must have capability to interface to the laboratory information system (LIS) MHS Genesis. 15. Must have current approval of the device by the Defense Health Agency (DHA), under the DHA Assess and Incorporate (A&I) process or have the ability of obtain ATO. Approved authorization is the responsibility of the vendor. 16. The system should be capable of running a minimum of ten tests simultaneously. This can be a variation of tests. Full range of immunohematology testing must include the following test menu: ABO/Rh Group Antibody Screen Antigen Typing Antibody Identification (Selected and Full) Cell Panels DAT (IgG and Polyspecific) Serial Dilutions for Titration Studies. NAICS Code: 334516 Analytical Laboratory Instrument Manufacturing Prospective participants are required to be registered and certified in the System for Award Management (SAM). Registration can be accessed via http://www.sam.gov. Interested parties, may express their interest, and provide a capabilities statement products list NLT Monday, 31st 2025 at 0900 EST. A determination by the government not to compete this requirement based upon responses to this notice is solely within the discretion of the government. Information received as a result of this notice will be considered solely for the purpose of determining whether to conduct a competitive procurement. Please submit non-proprietary information “Only”. The Government will not be responsible for proprietary, or competition sensitive information contained in responses received. Ensure that all replies to this notification incorporate the following information: company name, address, point of contact, Unique Entity ID, size of business pursuant to North American Industrial Classification System (NAICS). Responses to this announcement will not be returned. Responders are solely responsible for all expenses associated with responding to this announcement. Government will not be financially responsible for information received in response to this announcement. The points of contact for this action are: Contract Specialist: Ms. Pamela Renteria, pamela.i.renteria.civ@health.mil. Contracting Officer: Mr. Edgar R. DuChemin, edgar.r.duchemin.civ@health.mil.","Mar 31, 2025 09:00 AM EDT","Mar 12, 2025","Mar 12, 2025","Sources Sought","Pamela Renteria","Active","N/A","N/A","N/A","Analytical Laboratory Instrument Manufacturing","LABORATORY EQUIPMENT AND SUPPLIES","N/A","8(a) Set-Aside (FAR 19.8)"
"36C25025Q0231","LOCK OUT/TAG OUT","The contracted firm shall provide all tools, supplies, materials, equipment, labor, supervision, transportation, and project management to develop and implement all elements of a comprehensive and standardized Lock-Out/Tag-Out (LOTO) program for the VA Northern Indiana Health Care System (VANIHCS), Marion Campus, 1700 E. 38th Street, Marion, IN 46953. Elements shall include, identify and inventory all equipment requiring a LOTO procedure; write LOTO procedures to comply with OSHA regulations; provide standardized lockout equipment; provide training to applicable supervisors and employees; and provide a sustainable program for future changes, upgrades, additions, and deletions of equipment. The work will take place at: VA Northern Indiana Health Care System (VANIHCS), Marion Campus, 1700 E. 38th Street, Marion, IN 46953. This is a 100% set aside to Service-Disabled Veteran Owned Small Businesses (SDVOSBs) in accordance with Public Law 109-461. North American Industry Classification System (NAICS): Codes 541330 is applicable to this posting. Product Service Code (PSC): J059 is applicable to this posting","Apr 16, 2025 04:30 PM EDT","Mar 11, 2025","Mar 11, 2025","Presolicitation","Samuel Galbreath","Active","N/A","N/A","N/A","Engineering Services","MAINT-REP OF ELECT-ELCT EQ","N/A","Veteran-Owned Small Business Set-Aside (specific to Department of Veterans Affairs)"
"PAN-023661-X2","Annual Mobile Fire Emergency Inspection IAW NFPA 1910","INTRODUCTION The Mission and Installation Contracting Command (MICC) located in Fort Leonard Wood, MO is issuing these sources sought synopsis as a means of conducting market research to identify parties having an interest in and the resources to support the requirement for industry standardized NFPA 1910 emergency vehicle (fire engines) annual bumper to bumper inspections and (1) annual aerial inspection service. The intention is to procure these services on a competitive basis. There is no intention to hold a site visit for these sources sought. BASED ON THE RESPONSES TO THIS SOURCES SOUGHT NOTICE/MARKET RESEARCH, THIS REQUIREMENT MAY BE SET-ASIDE FOR SMALL BUSINESSES (IN FULL OR IN PART) OR PROCURED THROUGH FULL AND OPEN COMPETITION, and multiple awards MAY be made. All Small Business Set-Aside categories will be considered. Telephone inquiries will not be accepted or acknowledged, and no feedback or evaluations will be provided to companies regarding their submissions. PLACE OF PERFORMANCE Location % On-Site Government Fort Leonard Wood, MO 100% DISCLAIMER “THIS SOURCES SOUGHT IS FOR INFORMATIONAL PURPOSES ONLY. THIS IS NOT A “REQUEST FOR PROPOSAL (RFP)” TO BE SUBMITTED. IT DOES NOT CONSTITUTE A SOLICITATION AND SHALL NOT BE CONSTRUED AS A COMMITMENT BY THE GOVERNMENT. RESPONSES IN ANY FORM ARE NOT OFFERS AND THE GOVERNMENT IS UNDER NO OBLIGATION TO AWARD A CONTRACT AS A RESULT OF THIS ANNOUNCEMENT. NO FUNDS ARE AVAILABLE TO PAY FOR PREPARATION OF RESPONSES TO THIS ANNOUNCEMENT. ANY INFORMATION SUBMITTED BY RESPONDENTS TO THIS TECHNICAL DESCRIPTION IS STRICTLY VOLUNTARY. RESPPONSES WILL NOT BE RETURNED TO THE RESPONDER. NOT RESPONDING TO THIS NOTICE DOES NOT PRECLUDE PARTICIPATION IN ANY FUTURE REQUEST FOR QUOTE (RFQ) OR INVITATION FOR BID (IFB) OR RFP, IF ANY ISSUED. IF A SOLICITATION IS RELEASED, IT WILL BE SYNOPSIZED ON THE GOVERNMENT-WIDE POINT OF ENTRY (GPE). IT IS THE RESPONSIBILITY OF POTENTIAL OFFERORS TO MONITOR THE GPE FOR ADDITIONAL INFORMMATION PERTAINING TO THIS REQUIREMENT.” PROGRAM BACKGROUND The Mission and Installation Contracting Command (MICC) Fort Leonard Wood is designated as the contracting office for this sources sought. In accordance with these assignments, the MICC provides the following: Fort Leonard Wood Fire Department is in custody of QTY 4 Pierce manufactured fire trucks, QTY 1 Ferrara manufactured fire truck, QTY 1 Oshkosh manufactured fire truck, QTY 1 KME International manufactured fire truck, QTY 1 Ford manufactured fire truck, QTY 1 E-One manufactured fire truck. Please see the attachments for the example of the ANNUAL INSPECTION BUMPER- TO- BUMPER (B2B) SHEET and the PUMP PERFORMANCE TEST WORKSHEET IAW NFPA 1910 that the US Army Fort Leonard Wood Fire Department will require to be used on all vehicle inspections. REQUIRED CAPABILITIES The Contractor shall provide a certified NFPA 1910 technician in support of the areas specified in Program Background (above). If your organization has the potential capacity to perform these contract services, please provide the following information: 1) Organization name, address, email address, Web site address, telephone number, and size and type of ownership for the organization; and 2) Tailored capability statements addressing the particulars of this effort, with appropriate documentation supporting claims of organizational and staff capability. If significant subcontracting or teaming is anticipated in order to deliver technical capability, organizations should address the administrative and management structure of such arrangements. The Government will evaluate market information to ascertain potential market capacity to: 1) provide services consistent, in scope and scale, with those described in this notice and otherwise anticipated; 2) secure and apply the full range of corporate financial, human capital, and technical resources required to successfully perform similar requirements; 3) implement a successful project management plan that includes: compliance with tight program schedules; cost containment; meeting and tracking performance; hiring and retention of key personnel and risk mitigation; and 4) provide services under a performance based service acquisition contract. SPECIAL REQUIREMENTS Personnel and Facility Security Clearances. Contractor will be required to obtain access to the US Army Fort Leonard Wood, a secure facility, in order to perform the work prescribed. No personnel security clearance will be needed. ELIGIBILITY The applicable NAICS code for this requirement is 541990- All Other Professional, Scientific, and Technical Services, with a Small Business Size Standard of $16.5 million. The Product Service Code is 4210- FIRE FIGHTING EQUIPMENT. Businesses of all sizes are encouraged to respond; however, each respondent must clearly identify their business size in their capabilities statement. ADDITIONAL INFORMATION AND SUBMISSION DETAILS (SITE VISIT) There is currently no site visit scheduled for this Sources Sought. ADDITIONAL INFORMATION AND SUBMISSION DETAILS (CAPABILITIES STATEMENT) Please see the Attachments: Pump Performance Test Worksheet Annual Inspection Bumper-to-Bumper (B2B) Worksheet Interested parties are requested to submit a capabilities statement of no more than ten (10) pages in length in Times New Roman font of not less than 10 pitch. Please state whether provided technicians are NFPA 1910 certified, as well as certified to inspect aerial emergency vehicles. The deadline for response to this request is no later than 2 pm, CST, 31 March 2025. All responses under this Sources Sought Notice must be e-mailed to Elizabeth Reyes at Elizabeth.e.reyes2.civ@army.mil. This documentation must address at a minimum the following items: 1.) What type of work has your company performed in the past in support of the same or similar requirement? 2.) Can or has your company managed a task of this nature? If so, please provide details. 3.) Can or has your company managed a team of subcontractors before? If so, provide details. 4.) What specific technical skills does your company possess which ensure capability to perform the tasks? 5.) Please note that under a Small-Business Set-Aside, in accordance with FAR 52.219-14, the small business prime must perform at least 50% of the work themselves in terms of the cost of performance. 6.) Provide a statement including current small/large business status and company profile to include number of employees, annual revenue history, office locations, DUNs number, etc. 7.) Respondents to this notice also must indicate whether they qualify as a Small, Small Disadvantaged, Women-Owned, HUBZone, or Service-Disabled Veteran-Owned Small Business Concern. 8.) Include in your response your ability to meet the requirements in the Facility and Safeguarding requirements. The estimated period of performance consists of 1 base year and 4 option years. Further specifics will be provided should a solicitation be issued. The contract type is anticipated to be blanket purchase agreement. The proposed contract is anticipated to include tasking that would be accomplished by labor categories that are subject to the Service Contract Act. Upon evaluation of the capability statements, if it is determined that this requirement will be an unrestricted competition, the Government intends to evaluate the Small-Business responses and conduct further market research to identify a subcontracting goal. Your response to this Sources Sought, including any capabilities statement, shall be electronically submitted to the Contract Specialist, Elizabeth Reyes, in either Microsoft Word or Portable Document Format (PDF), via email Elizabeth.e.reyes2.civ@army.mil. All data received in response to this Sources Sought that is marked or designated as corporate or proprietary will be fully protected from any release outside the Government. No phone calls will be accepted. All questions must be submitted to the contract specialist identified above. The Government is not committed nor obligated to pay for the information provided, and no basis for claims against the Government shall arise as a result of a response to this Sources Sought.","Mar 31, 2025 02:00 PM CDT","Mar 11, 2025","Mar 11, 2025","Sources Sought","Elizabeth Reyes | Julie West","Active","N/A","N/A","N/A","All Other Professional, Scientific, and Technical Services","FIRE FIGHTING EQUIPMENT","N/A","8(a) Set-Aside (FAR 19.8)"
"PANNGB25P0000007471","Prepared Meals at Marseilles Training Center","Location at the Marseille Training Center in Marseille, IL from 25 April 2025 – 8 May 2025.The Contractor shall deliver & set up a serving line of prepared meals on requested dates, at the identified mealtimes & location, in the quantities listed in paragraphs 4 & 5, and the specifications required in paragraph 6 of the Statement of Work. See attached statement of work and instructions to offerers","Mar 31, 2025 11:00 AM CDT","Mar 11, 2025","Mar 11, 2025","Solicitation","Stephanie Maley | Donald Piper","Active","N/A","N/A","N/A","Caterers","HOUSEKEEPING- FOOD","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"N6247825R2425","Indefinite Delivery Indefinite Quantity (IDIQ) for Carpet/Resilient Floor Replacements, Various Locations, Oahu, Hawaii","The contract will provide carpet/resilient floor replacements at various locations, Oahu, Hawaii. The work includes, but is not limited to, sampling and testing for asbestos, asbestos containing materials, lead based paint and paint with lead; removal and disposal of non-asbestos vinyl floor tiles, non-asbestos vinyl or resilient floorings, flooring adhesives, roll carpets, tile carpets, underlayments and stair nosings/treads; sub-floor preparation, sub-floor and sub-floor framing repair; installation of wood/vinyl baseboards, non-asbestos vinyl floor tiles, non-asbestos vinyl or resilient floorings, roll carpets, tile carpets, flooring of multiple grades, underlayments and stair nosings/treads; application of flooring adhesives; flooring installation with furnishings in-place; relocating removed furnishings after new flooring is installed; undercutting doors to provide proper clearance between the bottom of the door and the finished floor; and work site clean-up and disposal of debris. The NAICS Code for this procurement is 238330 and the annual size standard is $19,000,000. The contract term will be a one-year base period plus four one-year option periods and one six-month option period. The total term of the contract, including all options, will not exceed 66 months. The Government will not synopsize the options when exercised. Non-recurring work will be issued via FedMall, a web-based ordering system, using Government purchase cards. The minimum guarantee will be $2,500.00 and the maximum value of the contract will be the total value of all the Contract Line Items in the Schedule. Only the base period of the contract will offer a minimum guarantee. This contract will replace a contract for similar services awarded in 2020 for $6,434,664.05 maximum. Information about the current contract and the incumbent contractor (e.g., value of last option exercised, firm name, address, etc.) will be included in the solicitation package. Requests under the Freedom of Information Act are not required for this information. The previous contract is currently in the 8(a) program. Based on market research, including a sources sought notice issued to the Small Business Administration (SBA) in November 2024, there is a reasonable expectation that offers would be obtained from at least two responsible 8(a) concerns. Seven firms responded and all seven provided the requested information and appear capable of providing the required services. Based on the results, the requirement will remain in the 8(a) program and the solicitation will be issued as an 8(a) competitive set-aside. NAVFAC Hawaii’s Office of Small Business Programs concurs with the set-aside determination. Offerors can view and/or download the solicitation, and any attachments, at https://www.sam.gov when it becomes available. Proposals shall be submitted using the Procurement Integrated Enterprise Environment (PIEE) Solicitation Application. See below ""New Vendor Organization - Getting Started Help - PIEE"" link. All interested Offerors shall register in PIEE. No notice of solicitation activity will be provided to interested Offerors. The solicitation utilizes source selection procedures which require Offerors to submit a non-price proposal (Corporate Experience, Safety, and Past Performance), and a price proposal for evaluation by the Government. Proposal receipt date is approximate.","Apr 30, 2025 10:00 AM HST","Mar 10, 2025","Mar 10, 2025","Presolicitation","Robert Wong","Active","N/A","N/A","N/A","Flooring Contractors","CARPET LAYING AND CLEANING","N/A","8(a) Set-Aside (FAR 19.8)"
